"MATERIA";"CURSO";"NIVEL";"DEPARTAMENTO";"NOMBRE";"CREDITOS"
DERE;"3807";PREG;DERE;CJ-I FAMILIA PRIMARIA;0
DERE;"3807";PREG;DERE;CJ FAMILIA PRIMARIA;0
DERE;"3808";PREG;DERE;CJ LABORAL PRIMARIA;0
DERE;"3808";PREG;DERE;CJ-I LABORAL PRIMARIA;0
DERE;"3809";PREG;DERE;CJ PATRIMONIAL PRIMARIA;0
DERE;"3809";PREG;DERE;CJ-I PATRIMONIAL PRIMARIA;0
DERE;"381";PREG;DERE;TEORIAS SOCIOJURIDICAS;3
DERE;"381";PREG;DERE;INTR TEO CRITICA;3
DERE;"3810";PREG;DERE;CJ PENAL PRIMARIA;0
DERE;"3810";PREG;DERE;CJ-I PENAL PRIMARIA;0
DERE;"3811";PREG;DERE;CJ PUBLICO PRIMARIA;0
DERE;"3811";PREG;DERE;CJ-I PUBLICO PRIMARIA;0
DERE;"3812";PREG;DERE;CJ G-DIP PRIMARIA;0
DERE;"3812";PREG;DERE;CJ-I G-DIP PRIMARIA;0
DERE;"3813";PREG;DERE;CJ PAÍS PRIMARIA;0
DERE;"3813";PREG;DERE;CJ-I PAIS PRIMARIA;0
DERE;"3813";PREG;DERE;CJ PAIS PRIMARIA;0
DERE;"3814";PREG;DERE;CJ JUSTICIA GLOBAL PRIMARIA;0
DERE;"3814";PREG;DERE;CJ-I JUSTICIA GLOBAL PRIMARIA;0
DERE;"3815";PREG;DERE;CJ-I FAMILIA SECUNDARIA;0
DERE;"3815";PREG;DERE;CJ FAMILIA SECUNDARIA;0
DERE;"3816";PREG;DERE;CJ LABORAL SECUNDARIA;0
DERE;"3816";PREG;DERE;CJ-I LABORAL SECUNDARIA;0
DERE;"3817";PREG;DERE;CJ-I PATRIMONIAL SECUNDARIA;0
DERE;"3817";PREG;DERE;CJ PATRIMONIAL SECUNDARIA;0
DERE;"3818";PREG;DERE;CJ-I PENAL SECUNDARIA;0
DERE;"3818";PREG;DERE;CJ PENAL SECUNDARIA;0
DERE;"3819";PREG;DERE;CJ PUBLICO SECUNDARIA;0
DERE;"3819";PREG;DERE;CJ-I PUBLICO SECUNDARIA;0
DERE;"382";PREG;DERE;ASISTENCIA Y COOPERACION INTER;3
DERE;"382";PREG;DERE;TITULOS VALORES;3
DERE;"3820";PREG;DERE;CJ-II FAMILIA PRIMARIA;0
DERE;"3821";PREG;DERE;CJ-II LABORAL PRIMARIA;0
DERE;"3822";PREG;DERE;CJ-II PATRIMONIAL PRIMARIA;0
DERE;"3823";PREG;DERE;CJ-II PENAL PRIMARIA;0
DERE;"3824";PREG;DERE;CJ-II PUBLICO PRIMARIA;0
DERE;"3825";PREG;DERE;CJ-II G-DIP PRIMARIA;0
DERE;"3826";PREG;DERE;CJ-II PAIIS PRIMARIA;0
DERE;"3827";PREG;DERE;CJ-II JUSTICIA GLOBAL PRIMARIA;0
DERE;"3828";PREG;DERE;CJ-II FAMILIA SECUNDARIA;0
DERE;"3829";PREG;DERE;CJ-II LABORAL SECUNDARIA;0
DERE;"383";PREG;DERE;ARBITRAJE COMERCIAL INTERNACIO;3
DERE;"383";PREG;DERE;ARBITRAJE COMER INTERNAL;3
DERE;"383";PREG;DERE;TEORIAS CRITICAS DEL DERECHO;3
DERE;"3830";PREG;DERE;CJ-II PATRIMONIAL SECUNDARIA;0
DERE;"3831";PREG;DERE;CJ-II PENAL SECUNDARIA;0
DERE;"3832";PREG;DERE;CJ-II PUBLICO SECUNDARIA;0
DERE;"3833";PREG;DERE;CJ-I CONCILIACION;0
DERE;"3833";PREG;DERE;CJ-I CONCILIACIÓN;0
DERE;"3834";PREG;DERE;CJ-I CONCILIACION;0
DERE;"3834";PREG;DERE;CJ-II CONCILIACION SECUNDARIA;0
DERE;"3834";PREG;DERE;CJ-I CONCILIACIÓN;0
DERE;"3835";PREG;DERE;CJ-PRISIONES Y CÁRCELES;0
DERE;"3836";PREG;DERE;PRÁCTICA PROBONO;0
DERE;"3837";PREG;DERE;CJ MEDIO AMBIENTE SALUD PUBLIC;0
DERE;"3838";PREG;DERE;JUDICATURA;3
DERE;"3839";PREG;DERE;CJ- MIGRANTES;0
DERE;"384";PREG;DERE;ANAL CULTURAL DERECHO;3
DERE;"384";PREG;DERE;PROCESAL ADMINISTRATIVO;3
DERE;"384";PREG;DERE;TRANSFORMACION DE CONFLICTOS;3
DERE;"384";PREG;DERE;PROCEDIMIENTO ADMINISTRATIVO;3
DERE;"385";PREG;DERE;TITULOS VALORES;3
DERE;"386";PREG;DERE;HACIENDA PUBLICA;3
DERE;"390";PREG;DERE;ALTERNAT. RESOLUC.CONFLICTOS;3
DERE;"3901";PREG;DERE;EXAMEN DE CICLO 3;0
DERE;"3901";PREG;DERE;EXAMEN DE CICLO 3 PRIMERA PART;0
DERE;"3902";PREG;DERE;EXAMEN DE CICLO 3 SEGUNDA PART;0
DERE;"3903";PREG;DERE;INVESTIGACIÓN DIRIGIDA;3
DERE;"3903";PREG;DERE;INVESTIGACION DIRIGIDA;3
DERE;"3903";PREG;DERE;INVESTIGACION DIRIGIDA;0
DERE;"3904";PREG;DERE;SEMINARIO INVESTIGACION DIRIGI;3
DERE;"3904";PREG;DERE;SEMINARIO INVESTIGACIÓN DIRIGI;3
DERE;"3904";PREG;DERE;SEMINARIO INVESTIGACION DIRIGI;0
DERE;"3905";PREG;DERE;EXAMEN DE FACULTAD;0
DERE;"3906";PREG;DERE;SEM INV DIR PRAC;3
DERE;"3907";PREG;DERE;SEM. INV DIR ACAD;3
DERE;"3908";PREG;DERE;SEM INV DIR LITIDE;3
DERE;"3909";PREG;DERE;INVESTIGACION DIRIGIDA;0
DERE;"3909";PREG;DERE;INVESTIGACIÓN DIRIGIDA;0
DERE;"392";PREG;DERE;INVESTIGACION JURIDICA;3
DERE;"392";PREG;DERE;INVESTIGACION DIRIGIDA;3
DERE;"393";PREG;DERE;CONSULTORIO JURIDICO 2;5
DERE;"395";PREG;DERE;TRIBUTARIO;3
DERE;"397";PREG;DERE;ETICA PROFESIONAL;3
DERE;"397";PREG;DERE;ETICA JURIDICA;3
DERE;"398";PREG;DERE;PAZ Y DERECHO;3
DERE;"3990";PREG;DERE;INSCRIPCIÓN A GRADO;0
DERE;"3990";PREG;DERE;INSCRIPCION A GRADO;0
DERE;"3991";PREG;DERE;PRACTICA PROFESIONAL 6 CRED;6
DERE;"3992";PREG;DERE;PRACTICA PROFESIONAL 3 CRED;3
DERE;"3992";PREG;DERE;PRACTICA PROFESIONAL;3
DERE;"402";POST;DERE;PRE-SEMIN CONCUR INTERAMERICAN;3
DERE;"402";POST;DERE;TALLER DE METODOLOGMA ;0
DERE;"402";POST;DERE;PRESEM CONCUR INTERAMERICANO;3
DERE;"402";POST;DERE;SEMIN.CONCURSO INTERAMERICANO;3
DERE;"403";POST;DERE;DERECHO Y GLOBALIZACISN;4
DERE;"403";POST;DERE;SEMIN.CONCURSO MOOT COURT;3
DERE;"403";POST;DERE;PRESEM CONC PHILLIP JESUP;3
DERE;"404";POST;DERE;EL ESTADO EN EL SIGLO XXI;4
DERE;"404";POST;DERE;SEMINARIO RENE CASSIN;3
DERE;"404";POST;DERE;PRESEM CONC RENE CASSIN;3
DERE;"405";POST;DERE;PRACTICA INVESTIGATIVA PSICOLO;4
DERE;"405";POST;DERE;PRACTICA INVEST PSICOLOGOS 1;4
DERE;"406";POST;DERE;PRACTICA PROFESIONAL PSICOLOGO;6
DERE;"407";POST;DERE;FUNDAM.DE DERECHO PARA NO ABOG;3
DERE;"407";POST;DERE;FUNDAM. DERECHO NO ABOGADOS;3
DERE;"407";POST;DERE;FUNDAMENTOS DE DERECHO PARA NO;3
DERE;"408";POST;DERE;D. PENAL CONSTITUCIONAL ;4
DERE;"409";POST;DERE;COMPLEJIDAD Y SOC. RIESGO;4
DERE;"410";POST;DERE;INTEGRACISN REGIONAL ;4
DERE;"411";POST;DERE;TEORMA DE LA REGULACISN;4
DERE;"412";POST;DERE;CONCURSO INTERAMERICANO;3
DERE;"413";POST;DERE;CONCURSO PHILIP JESSUP;3
DERE;"414";POST;DERE;CONCURSO RENE CASSIN;3
DERE;"415";POST;DERE;PRAC INVESTIGATIVA PSICOLOG 2;3
DERE;"415";POST;DERE;SEM. FILOSOFIA / SOCIOLOGIA;4
DERE;"416";POST;DERE;PRACTICA PROFESIONAL PSIC II;6
DERE;"417";POST;DERE;DERE.SEXUALES Y REPRODUCTIVOS;3
DERE;"417";POST;DERE;T. ENSEQANZA DEL DERECHO;6
DERE;"4201";POST;DERE;PRIVACY & DATA;3
DERE;"4202";POST;DERE;EL DERECHO DE LA ENERGIA;3
DERE;"499";POST;DERE;INVESTIGACION DIRIGIDA;3
DERE;"500";POST;DERE;CONSTITUCION Y DEMOCRACIA;3
DERE;"500";POST;DERE;EXAMEN VALIDACION DERE-362;0
DERE;"525";POST;DERE;TITULOS VALORES;4
DERE;"526";POST;DERE;PROPIEDAD INDUSTRIAL;4
DERE;"528";POST;DERE;DERECHO DE LA COMPETENCIA;4
DERE;"558";POST;DERE;PLAN TRIBUTARIA;6
DERE;"561";POST;DERE;MONOGRAFIA;4
DERE;"564";POST;DERE;ASP. COMPLEMEN. TRIBUT.;6
DERE;"564";POST;DERE;ASP.COMPLEM.TRIBUTACION;6
DERE;"999";PREG;DERE;REQUISITO INGLES FIN DE CARRER;0
DGGJ;"4101";POST;DERE;TEORÍA DE LA DECISIÓN JUDICIAL;4
DGGJ;"4102";POST;DERE;PROBLEMAS DE ADMON DE JUSTICIA;4
DGGJ;"4103";POST;DERE;JUEZ Y DISTRIBUCIÓN DE RECURSO;4
DGGJ;"4103";POST;DERE;DISC CONTEMP DERECHO PROCESAL;4
DGGJ;"4201";POST;DERE;SEMINARIO DE INVESTIGACION (I);4
DGGJ;"4201";POST;DERE;SEMINARIO DE INVESTIGACIÓN (I);4
DGGJ;"4202";POST;DERE;PROBLEMAS ADMON DE JUSTICIA II;4
DGGJ;"4202";POST;DERE;PROBL CONTEMP ADMON JUSTICIA;4
DGGJ;"4203";POST;DERE;CONFLIC. LIGITIGIOS Y PROCESOS;4
DGGJ;"4301";POST;DERE;SEMINARIO AVANZADO;4
DGGJ;"4302";POST;DERE;TUTORÍA TRABAJO DE GRADO;4
DGGJ;"4302";POST;DERE;TUTORIA TRABAJO DE GRADO;4
DGGJ;"4303";POST;DERE;ELECTIVA DGGJ;4
DGGJ;"4567";POST;DERE;COMPARATIVE LEGAL AND INSTITUT;4
DGGJ;"4568";POST;DERE;CONFLICT RESOLUTION;4
DGGJ;"4569";POST;DERE;DERECHO CONST Y TRANSIC EN COL;4
DGIT;"6001";POST;"0000";TUTORIAL 2CR;2
DGIT;"6101";POST;"0000";APRENDIZAJE PROY Y LIDERAZGO;2
DGIT;"6103";POST;"0000";GESTIÓN ESTRATÉGICA INNOVACIÓN;2
DGIT;"6104";POST;"0000";HERRAMIENTAS DE INNOVACIÓN I;2
DGIT;"6201";POST;"0000";PROYECTO I;6
DGIT;"6202";POST;"0000";PROYECTO II;6
DGIT;"6203";POST;"0000";PROYECTO III;8
DGIT;"6204";POST;"0000";TESIS DOCTORAL 1;10
DGIT;"6205";POST;"0000";TESIS DOCTORAL 2;12
DGIT;"6206";POST;"0000";TESIS DOCTORAL 3;12
DGIT;"6301";POST;"0000";SEMINARIO DOCTORAL I;1
DGIT;"6302";POST;"0000";SEMINARIO DOCTORAL II;1
DGIT;"6303";POST;"0000";SEMINARIO DOCTORAL III;1
DGIT;"6304";POST;"0000";SEMINARIO DOCTORAL IV;1
DGIT;"6305";POST;"0000";SEMINARIO DOCTORAL V;1
DGIT;"6910";POST;"0000";PASANTÍA;0
DGIT;"6970";POST;"0000";EXAMEN DE PROPUESTA;0
DGIT;"6981";POST;"0000";TESIS DOCTORAL 1;10
DGIT;"6982";POST;"0000";TESIS DOCTORAL 2;12
DGIT;"6983";POST;"0000";TESIS DOCTORAL 3;12
DGIT;"6984";POST;"0000";TESIS DOCTORAL 4;12
DGIT;"6985";POST;"0000";TESIS DOCTORAL;12
DIGS;"5101";POST;ISIS;SISTEMAS TECNOLOGICOS;2
DIGS;"5102";POST;ISIS;CAMBIO TECNOLÓGICO;2
DIGS;"5103";POST;ISIS;ORGANIZACIONES E INFRAESTRUC;2
DIGS;"5104";POST;ISIS;DISEÑO E INNOVACION SOCIAL;2
DIGS;"5104";POST;IIND;DISEÑO E INNOVACION SOCIAL;2
DIGS;"5201";POST;ISIS;ANÁLISIS SOCIO-TÉCNICO;2
DIGS;"5202";POST;IIND;DINAMICAS TECNOLOGICAS;2
DIGS;"5202";POST;ISIS;DINAMICAS TECNOLOGICAS;2
DIGS;"5301";POST;ISIS;CONTROVERSIAS TECNOLÓGICAS;2
DIGS;"5401";POST;ISIS;PROYECTO I;1
DIGS;"5401";POST;ISIS;PROYECTO I;1.5
DIGS;"5402";POST;ISIS;PROYECTO II;2
DIGS;"5402";POST;ISIS;PROYECTO II;1.5
DIGS;"5402";POST;ISIS;PROYECTO II;15
DIGS;"5403";POST;ISIS;SEM. ESP. DISE. GEST SOC. TEC.;0
DISE;"000";PREG;DISE;REQUISITO INGLES;0
DISE;"001";PREG;DISE;DIBUJO A MANO;3
DISE;"001";PREG;DISE;DIBUJO A MANO ALZADA 1;3
DISE;"002";PREG;DISE;HISTORIA DE LOS OFICIOS;3
DISE;"003";PREG;DISE;CREATIVIDAD;3
DISE;"004";PREG;DISE;MECANISMOS Y SISTEMAS;3
DISE;"005";PREG;DISE;DISENO BASICO;3
DISE;"005";PREG;DISE;DISEQO BASICO;3
DISE;"005";PREG;DISE;DISENO BASICO GENERAL;3
DISE;"007";PREG;DISE;MODELOS Y PROTIPOS;3
DISE;"008";PREG;DISE;DISEQO GRAFICO;3
DISE;"008";PREG;DISE;DISEQO GRAFICO GENERAL;3
DISE;"008";PREG;DISE;DISEÑO GRAFICO GENERAL;3
DISE;"008";PREG;DISE;DISENO GRAFICO;3
DISE;"009";PREG;DISE;MODELOS Y PROTIPOS 1 (MADERAS);3
DISE;"010";PREG;DISE;MODELOS Y PROTOTIPOS 2 (PLASTI;3
DISE;"011";PREG;DISE;MODELOS Y PROTOTIPOS 3 (METALE;3
DISE;"012";PREG;DISE;JOYERIA;3
DISE;"012";PREG;DISE;JOYERIA Y DISENO BASICO;3
DISE;"013";PREG;DISE;DIBUJO A MANO ALZADA 2;3
DISE;"020";PREG;DISE;SERIGRAFIA INDUSTRIAL;3
DISE;"031";PREG;DISE;TALLER VERTICAL;4
DISE;"032";PREG;DISE;ARTESANIA, IDENTIDAD Y CULTURA;3
DISE;"033";PREG;DISE;TALLER EXP. DECONSTRUC Y CREAT;3
DISE;"034";PREG;DISE;VITRALES;3
DISE;"035";PREG;DISE;VITRALES 2;3
DISE;"036";PREG;DISE;JOYERIA 2;3
DISE;"037";PREG;DISE;DISENO DE SOMBREROS EN FIELTRO;3
DISE;"038";PREG;DISE;AEROMODELISMO BASICO;3
DISE;"039";PREG;DISE;DISEÑO Y MUSICA;3
DISE;"040";PREG;DISE;LA CIBERCULTURA COMO ESPACIO;3
DISE;"041B";PREG;DISE;DISENO Y VIDA RAICES DEL DISE;3
DISE;"042B";PREG;DISE;COMUNICAC.SENSORIAL Y DISEÑO;3
DISE;"043";PREG;DISE;VITRALES;3
DISE;"044";PREG;DISE;BATIK;3
DISE;"047";PREG;DISE;ESTR. COMETAS;3
DISE;"1000";PREG;DISE;INDUCCIÓN TALLER-LABORATORIO;0
DISE;"1000";PREG;DISE;CAPACITACIÓN ARQ-DIS;0
DISE;"101";PREG;DISE;DISEÑO BASICO 1;4
DISE;"101";PREG;DISE;DISENO BASICO 1;4
DISE;"102";PREG;DISE;DISEÑO BASICO 2;4
DISE;"102";PREG;DISE;DISENO BASICO 2;4
DISE;"102";PREG;DISE;DIS BASICO 2;4
DISE;"102";PREG;DISE;DISEQO BASICO 2;4
DISE;"103";PREG;DISE;DISEÑO BIONICA;4
DISE;"103";PREG;DISE;DIS BIONICA;4
DISE;"103";PREG;DISE;DISEÑO BIONICA SEMANTICA;3
DISE;"103";PREG;DISE;DIS BIONICA ;4
DISE;"103";PREG;DISE;DISENO BIONICA;4
DISE;"104";PREG;DISE;DISENO CONSTRUCTIVISMO;4
DISE;"104";PREG;DISE;DISEÑO CONSTRUCTIVISMO;4
DISE;"104";PREG;DISE;DISEÑO CONTRUCCTIVISMO;3
DISE;"104";PREG;DISE;DIS CONSTRUCTIVISMO;4
DISE;"110";PREG;DISE;HISTORIA DEL DISEÑO 1;2
DISE;"1102";PREG;DISE;DISEÑO BASICO 1;4
DISE;"1103";PREG;DISE;DISEÑO BASICO 2;4
DISE;"1104";PREG;DISE;DISEÑO BIONICA;4
DISE;"1105";PREG;DISE;DISEÑO CONSTRUCTIVISMO;4
DISE;"1106";PREG;DISE;DISEÑO 1;4
DISE;"1106";PREG;DISE;ESTUDIO 1;4
DISE;"1107";PREG;DISE;DISEÑO 2;4
DISE;"1107";PREG;DISE;ESTUDIO 2;4
DISE;"111";PREG;DISE;HISTORIA DEL DISEÑO 2;2
DISE;"113";PREG;DISE;PERSPECTIVA Y  DESCRIPTIVA;3
DISE;"113";PREG;DISE;PERSPECTIVA DESCRIPTIVA;3
DISE;"114";PREG;DISE;BOCETO Y DIBUJO A MANO ALZADA;3
DISE;"114";PREG;DISE;BOCETACION;3
DISE;"115";PREG;DISE;FUNDAMENTOS DE DISENO GRAFICO;3
DISE;"115";PREG;DISE;FUNDAMENTOS GRAFICOS;3
DISE;"115";PREG;DISE;FUND GRAFICOS;3
DISE;"115";PREG;DISE;FUNDAM. GRAFICOS PESENTACION;3
DISE;"116";PREG;DISE;FOTOG PRODUCTO;3
DISE;"116";PREG;DISE;FOTO PRODUCTO;3
DISE;"116";PREG;DISE;FOTOGRAFIA PRODUCTO;3
DISE;"117";PREG;DISE;DIS COMPUTADOR 1;3
DISE;"118";PREG;DISE;DIS COMPUTADOR 2;3
DISE;"119";PREG;DISE;COMUNICACION VISUAL;3
DISE;"119";PREG;DISE;COMUN VISUAL;3
DISE;"119";PREG;DISE;COMUNICACIÓN VISUAL;3
DISE;"1204";PREG;DISE;HISTORIA DEL DISEÑO 1;2
DISE;"1204";PREG;DISE;HISTORIA DEL DISEÑO 1;3
DISE;"1204";PREG;DISE;HISTORIA DEL DISEÑO;3
DISE;"1205";PREG;DISE;HISTORIA DEL DISEÑO 2;2
DISE;"1206";PREG;DISE;FUND FACTORES HUMANOS;3
DISE;"1207";PREG;DISE;METODOS DE DISEÑO;3
DISE;"1208";PREG;DISE;FUND DE DISEÑO IND-TEXTIL;3
DISE;"1209";PREG;DISE;HISTORIA DEL DISEÑO 1;3
DISE;"121";PREG;DISE;FUNDAM.FACTORES HUMANOS;3
DISE;"121";PREG;DISE;FUND FACTORES HUMANOS;3
DISE;"1210";PREG;DISE;MANIFESTACIONES ARTISTICAS;3
DISE;"1210";PREG;DISE;MANIFESTACIONES CULTURALES;3
DISE;"1211";PREG;DISE;HISTORIA DE LA TECNOLOGIA;3
DISE;"1212";PREG;DISE;VIDA COTIDIANA;3
DISE;"1215";PREG;DISE;DISEÑO Y VIDA(RAICES DEL DIS;3
DISE;"1215B";PREG;DISE;DISEÑO Y VIDA(RAICES DEL DIS;3
DISE;"1216";PREG;DISE;COMUNICAC.SENSORIAL Y DISEÑO;3
DISE;"1216B";PREG;DISE;COMUNICAC.SENSORIAL Y DISEÑO;3
DISE;"1217";PREG;DISE;COMUN VISUAL EN EL TIEMPO;3
DISE;"1217";PREG;DISE;LA INCONSISTENCIA DEL DISE A;3
DISE;"1217A";PREG;DISE;COMUNICACION VISUAL ENELTIEMPO;3
DISE;"1217B";PREG;DISE;COMUNICACION VISUAL ENELTIEMPO;3
DISE;"1218";PREG;DISE;INNOVACION: DE LA IDEA AL PROD;3
DISE;"1218";PREG;DISE;EROS EN LOS CINCO SENTIDOS;3
DISE;"1218B";PREG;DISE;EROS 5 SENTIDOS CULTURA MATERI;3
DISE;"1219";PREG;DISE;BIONICA, LA NATURALEZA COMO SO;3
DISE;"122";PREG;DISE;FILOSOFIA ESTETICA;3
DISE;"122";PREG;DISE;METODOLOGIA;3
DISE;"122";PREG;DISE;METODOS DE DISEÑO;3
DISE;"1220";PREG;DISE;RECICLAJE COMO HACER UTIL LA ;3
DISE;"1220";PREG;DISE;RECICLAJE;3
DISE;"1221";PREG;DISE;ORNAMENTACION CORPORAL;3
DISE;"1222";PREG;DISE;AMERCIA LATINA: DIS IND Y GLOB;3
DISE;"1223";PREG;DISE;COLOR Y CULTURA;3
DISE;"1223";PREG;DISE;COLOR, COLOR Y MAS COLOR;3
DISE;"1223B";PREG;DISE;COLOR, COLOR Y MAS COLOR;3
DISE;"1226";PREG;DISE;ESTET.Y TECNOL.DISEÑO OBJET;3
DISE;"1226B";PREG;DISE;ESTET.Y TECNOL.DISEÑO OBJET;3
DISE;"1227";PREG;DISE;EVOLUCION DE LOS ORDENAMIENT;3
DISE;"1227";PREG;DISE;PATRONES DE CREACION;3
DISE;"1227B";PREG;DISE;EVOLUCION DE LOS ORDENAMIENT;3
DISE;"1228";PREG;DISE;INNOVACION SOSTENIBLE;3
DISE;"1229";PREG;DISE;EL OBJETO DEL DESEO;3
DISE;"1229B";PREG;DISE;EL OBJETO DEL DESEO;3
DISE;"123";PREG;DISE;FUND.DISEN.INDUST.TEXTIL;3
DISE;"123";PREG;DISE;FUNDAM.TEXT.INDUSTR.;3
DISE;"123";PREG;DISE;FUNDAMENTOS DE DISEÑO TEXTIL;3
DISE;"123";PREG;DISE;FUND DE DISEÑO IND/TEXTIL;3
DISE;"123";PREG;DISE;FUND TEX/INDS;3
DISE;"123";PREG;DISE;FUNDAM.DISENO TEXTIL INDUSTRIA;3
DISE;"1230";PREG;DISE;LA FEALDAD EN DISEÑO;3
DISE;"1230";PREG;DISE;FEALDAD Y TRANSFORMACION;3
DISE;"1230B";PREG;DISE;FEALDAD Y TRANSFORMACION;3
DISE;"1231";PREG;DISE;REIMAGINAR EL ESPACIO;3
DISE;"1231B";PREG;DISE;REIMAGINAR EL ESPACIO;3
DISE;"1233B";PREG;DISE;OBJETOS BIOGRAFICOS;3
DISE;"1235B";PREG;DISE;OBJETOS E IMAGINARIOS COTIDIAN;3
DISE;"1236B";PREG;DISE;LOS GRANDES DESEÑA SIGLO XX;3
DISE;"1237B";PREG;DISE;RITMOS VISUALES;3
DISE;"1238B";PREG;DISE;HISTORIA DEL MUEBLE;3
DISE;"1239B";PREG;DISE;EVOCAR Y SOÑAR LA CIUDAD;3
DISE;"1240A";PREG;DISE;HISTORIA DEL TRAJE;3
DISE;"1241B";PREG;DISE;TECNOLOGÍA DE IRONMAN;3
DISE;"1300";PREG;DISE;MEDIO BÁSICO A OBLIGATORIO;3
DISE;"1301";PREG;DISE;DIBUJO A MANO ALZADA;3
DISE;"1302";PREG;DISE;BOCETACION DE NARRATIVAS;3
DISE;"1303";PREG;DISE;PERSPECTIVA Y  DESCRIPTIVA;3
DISE;"1304";PREG;DISE;BOCETO Y DIBUJO A MANO ALZADA;3
DISE;"1305";PREG;DISE;FUNDAMENTOS DE DISEÑO GRAFIC;3
DISE;"1306";PREG;DISE;FOTO PRODUCTO;3
DISE;"1307";PREG;DISE;COMUNICACION VISUAL;3
DISE;"1308";PREG;DISE;EXPRESION 1;3
DISE;"1308";PREG;DISE;EXPRESION 1;4
DISE;"1309";PREG;DISE;EXPRESION 2;4
DISE;"1310";PREG;DISE;MONITORIA EXPRESION 1;0
DISE;"1311";PREG;DISE;MONITORIA EXPRESION 2;0
DISE;"1312";PREG;DISE;TALLER DIGITAL;3
DISE;"1313";PREG;DISE;HACKING;3
DISE;"1314";PREG;DISE;EXPRESION LIBRE;3
DISE;"1314";PREG;DISE;EXPRESIÓN LIBRE;3
DISE;"1315";PREG;DISE;ROMPA Y APRENDA;3
DISE;"1316";PREG;DISE;DIBUJO DE FIGURA HUMANA;3
DISE;"1317";PREG;DISE;NARRATIVAS VISUALES;3
DISE;"1398";PREG;DISE;MEDIO BÁSICO A 1;3
DISE;"1399";PREG;DISE;MEDIO BÁSICO A 2;3
DISE;"1400";PREG;DISE;MEDIO BÁSICO B OBLIGATORIO;3
DISE;"1401";PREG;DISE;PERSPECTIVA Y DESCRIPTIVA;3
DISE;"1402";PREG;DISE;PORTAFOLIO: DOCUM Y PRE PROYEC;3
DISE;"1403";PREG;DISE;INGENIERIA DE PAPEL;3
DISE;"1403";PREG;DISE;INGENIERÍA DE PAPEL;3
DISE;"1404";PREG;DISE;DIBUJO DE FIGURA HUMANA;3
DISE;"1405";PREG;DISE;M-T: EXPRESIÓN TRIDIMENSIONAL;3
DISE;"1405";PREG;DISE;M-T: EXPRESION TRIDIMENSIONAL;3
DISE;"1405";PREG;DISE;EXPRESION TRIDIMENSIONAL;3
DISE;"1406";PREG;DISE;FIBRAS;3
DISE;"1406";PREG;DISE;M-T: FIBRAS;3
DISE;"1407";PREG;DISE;MATERIALES Y TECNICAS 1;3
DISE;"1408";PREG;DISE;MATERIALES Y TECNICAS 2;3
DISE;"1409";PREG;DISE;FOTOGRAFIA;3
DISE;"141";PREG;DISE;EXPRE TRIDIMENSIONAL;3
DISE;"141";PREG;DISE;EXPRESION TRIDIMENSIONAL;3
DISE;"141";PREG;DISE;M-P EXPRESION TRIDIMENSIONAL;3
DISE;"141B";PREG;DISE;DISENO Y VIDA RAICES DEL DISE;3
DISE;"1410";PREG;DISE;ESTRUCTURAS MOVILES;3
DISE;"1411";PREG;DISE;HERRAMIENTAS DE ERGONOMIA;3
DISE;"1412";PREG;DISE;BIONICA, INNOVACION DESDE LA N;3
DISE;"1413";PREG;DISE;PORTAFOLIO DIGITAL: DOCUMENTAC;3
DISE;"1414";PREG;DISE;PROTOTIPADO DE EXPERIENCIA;3
DISE;"1415";PREG;DISE;MEDIOS MIXTOS;3
DISE;"1416";PREG;DISE;FUNDAMENTOS GRÁFICOS;3
DISE;"1417";PREG;DISE;ANÁLISIS CROMÁTICO;3
DISE;"142";PREG;DISE;FIBRAS;3
DISE;"142";PREG;DISE;M-P FIBRAS;3
DISE;"1498";PREG;DISE;MEDIO BÁSICO B 1;3
DISE;"1499";PREG;DISE;MEDIO BÁSICO B 2;3
DISE;"1500";PREG;DISE;MEDIO BÁSICO OBLIGATORIO;3
DISE;"1501";PREG;DISE;BOCETACIÓN DE IDEAS;3
DISE;"1502";PREG;DISE;DE DIMO A RHINO;3
DISE;"151";PREG;DISE;DISEÑO CONTEXTO Y ARTESANIA;6
DISE;"152";PREG;DISE;DISEÑO DE JUGUETES;3
DISE;"153";PREG;DISE;ANIMACION DIGITAL;3
DISE;"154";PREG;DISE;DISEÑO DE PORTAFOLIO;3
DISE;"155";PREG;DISE;TOPOGRAFIA FIG HUMANA DISEÑO;3
DISE;"156";PREG;DISE;TECNICAS PRESENTACION VISUAL;3
DISE;"157";PREG;DISE;MODELADO 3D DIGITAL;3
DISE;"158";PREG;DISE;APLICANDO EL COLOR;3
DISE;"159";PREG;DISE;PRODUCTO EXPORTABLE;3
DISE;"1598";PREG;DISE;MEDIO BÁSICO 1;3
DISE;"1599";PREG;DISE;MEDIO BÁSICO 2;3
DISE;"160";PREG;DISE;DISEÑO DE INFORMACION;3
DISE;"161";PREG;DISE;APLICANDO MATERIALES;3
DISE;"162";PREG;DISE;TALLER VERTICAL CICLO BASICO;4
DISE;"163";PREG;DISE;TALLER VERTICAL CICLO PROFESIO;4
DISE;"164";PREG;DISE;PROYECTE PARA CONCURSOS;3
DISE;"165";PREG;DISE;OBJETOS PARA ENTORNO ECONOMICO;3
DISE;"166";PREG;DISE;TALLER DIGITAL;3
DISE;"205";PREG;DISE;DIS ESPACIO OPTIMO;4
